"sqft","floor","max_floor","rooms","finishing ","type_of_housing","subway","time_to_subway","transport_accessibility","park","time_to_park","reservoirs","mall","shool","time_to school","hospital","time_to_hospital","kindergarten","time_to_kindergarten","time_to_bar","parking_space","price","link"
"200.7","3","3","3","нет","новостройка","площадь революции","1","7.3","Park Zaryadye","6","Moskva River","Gum","№ 179","10","polyclinic","12","smile fish","12","5","да","564460000","https://www.cian.ru/sale/flat/309389718/"
"648.5","1","3","6","нет","новостройка","площадь революции","1","7.3","Park Zaryadye","6","Moskva River","Gum","№ 179","10","polyclinic","12","smile fish","12","5","да","1465440000","https://www.cian.ru/sale/flat/309389736/"
"67.4","1","4","1","нет","новостройка","площадь революции","3","7.3","Park Zaryadye","6","Moskva River","Gum","№ 179","10","polyclinic","12","smile fish","12","5","да","162130000","https://www.cian.ru/sale/flat/309389707/"
"67.8","2","4","1","нет","новостройка","площадь революции","3","7.3","Park Zaryadye","6","Moskva River","Gum","№ 179","10","polyclinic","12","smile fish","12","5","да","170140000","https://www.cian.ru/sale/flat/309389715/"
"157.6","4","5","3","нет","новостройка","площадь революции","3","7.3","Park Zaryadye","6","Moskva River","Gum","№ 179","10","polyclinic","12","smile fish","12","5","да","429190000","https://www.cian.ru/sale/flat/309389728/"
"217.5","5","5","3","нет","новостройка","площадь революции","3","7.3","Park Zaryadye","6","Moskva River","Gum","№ 179","10","polyclinic","12","smile fish","12","5","да","751680000","https://www.cian.ru/sale/flat/309389730/"
"210.4","5","5","3","нет","новостройка","площадь революции","3","7.3","Park Zaryadye","6","Moskva River","Gum","№ 179","10","polyclinic","12","smile fish","12","5","да","685940000","https://www.cian.ru/sale/flat/309389733/"
"82.8","2","5","1","нет","новостройка","площадь революции","3","7.3","Park Zaryadye","6","Moskva River","Gum","№ 179","10","polyclinic","12","smile fish","12","5","да","172770000","https://www.cian.ru/sale/flat/309389732/"
"157.4","3","5","3","нет","новостройка","площадь революции","3","7.3","Park Zaryadye","6","Moskva River","Gum","№ 179","10","polyclinic","12","smile fish","12","5","да","392180000","https://www.cian.ru/sale/flat/309389727/"
"82.5","3","5","1","нет","новостройка","площадь революции","3","7.3","Park Zaryadye","6","Moskva River","Gum","№ 179","10","polyclinic","12","smile fish","12","5","да","215770000","https://www.cian.ru/sale/flat/309389722/"
"80.6","1","5","1","нет","новостройка","площадь революции","3","7.3","Park Zaryadye","6","Moskva River","Gum","№ 179","10","polyclinic","12","smile fish","12","5","да","165230000","https://www.cian.ru/sale/flat/309389729/"
"69.8","2","5","3","нет","новостройка","площадь революции","3","7.3","Park Zaryadye","6","Moskva River","Gum","№ 179","10","polyclinic","12","smile fish","12","5","да","168800000","https://www.cian.ru/sale/flat/309389731/"
"82.6","2","5","5","нет","новостройка","площадь революции","3","7.3","Park Zaryadye","6","Moskva River","Gum","№ 179","10","polyclinic","12","smile fish","12","5","да","167610000","https://www.cian.ru/sale/flat/309389725/"
"228.3","2","5","7","нет","новостройка","площадь революции","3","7.3","Park Zaryadye","6","Moskva River","Gum","№ 179","10","polyclinic","12","smile fish","12","5","да","537130000","https://www.cian.ru/sale/flat/309389753/"
"82.4","5","","2","да","вторичка","китай-город ","2","","","8","","","","6","","10","","20","4","да","77456000","https://www.cian.ru/sale/flat/306823110"
"97.4","35","","3","нет","вторичка","аэропорт ","13","","","21","","","","11","","19","","20","7","нет","95000000","https://www.cian.ru/sale/flat/305736633"
"125","3","","4","нет","новостройка","фили ","4","","","28","","","","3","","37","","64","13","нет","63151875","https://www.cian.ru/sale/flat/296921051"
"134.5","2","","4","да","вторичка","серпуховская ","11","","","5","","","","6","","5","","18","4","да","78800000","https://www.cian.ru/sale/flat/309011143"
"324.5","6","","4","да","вторичка","белорусская","7","","","10","","","","5","","12","","33","2","нет","250000000","https://www.cian.ru/sale/flat/288460497"
"330","29","","6","да","вторичка","парк победы ","17","","","8","","","","6","","32","","31","5","да","462000000","https://www.cian.ru/sale/flat/303777811"
